Bin_Center,Count
1.968099548705133429e+03,1.148000000000000000e+03
1.968103598764405888e+03,1.147000000000000000e+03
1.968107570676681917e+03,1.111000000000000000e+03
1.968111465986655276e+03,1.163000000000000000e+03
1.968115286208540510e+03,1.171000000000000000e+03
1.968119032826669354e+03,1.116000000000000000e+03
1.968122707296081444e+03,1.109000000000000000e+03
1.968126311043098440e+03,1.142000000000000000e+03
1.968129845465890412e+03,1.132000000000000000e+03
1.968133311935028814e+03,1.083000000000000000e+03
1.968136711794029907e+03,1.162000000000000000e+03
1.968140046359886355e+03,1.196000000000000000e+03
1.968143316923591101e+03,1.115000000000000000e+03
1.968146524750647586e+03,1.121000000000000000e+03
1.968149671081572023e+03,1.173000000000000000e+03
1.968152757132385432e+03,1.098000000000000000e+03
1.968155784095096578e+03,1.153000000000000000e+03
1.968158753138173324e+03,1.056000000000000000e+03
1.968161665407007604e+03,1.147000000000000000e+03
1.968164522024369944e+03,1.103000000000000000e+03
1.968167324090854208e+03,1.039000000000000000e+03
1.968170072685315517e+03,1.114000000000000000e+03
1.968172768865297712e+03,1.182000000000000000e+03
1.968175413667453995e+03,1.020000000000000000e+03
1.968178008107958703e+03,1.085000000000000000e+03
1.968180553182909989e+03,1.117000000000000000e+03
1.968183049868726812e+03,1.106000000000000000e+03
1.968185499122535475e+03,1.108000000000000000e+03
1.968187901882551387e+03,1.078000000000000000e+03
1.968190259068451269e+03,1.046000000000000000e+03
1.968192571581738093e+03,1.074000000000000000e+03
1.968194840306101014e+03,1.104000000000000000e+03
1.968197066107765295e+03,1.040000000000000000e+03
1.968199249835837236e+03,1.044000000000000000e+03
1.968201392322641823e+03,1.068000000000000000e+03
1.968203494384054011e+03,1.005000000000000000e+03
1.968205556819822505e+03,1.006000000000000000e+03
1.968207580413889445e+03,1.059000000000000000e+03
1.968209565934700095e+03,1.029000000000000000e+03
1.968211514135510242e+03,1.048000000000000000e+03
1.968213425754685886e+03,1.021000000000000000e+03
1.968215301515995861e+03,1.021000000000000000e+03
1.968217142128901742e+03,9.970000000000000000e+02
1.968218948288838646e+03,9.780000000000000000e+02
1.968220720677492864e+03,9.960000000000000000e+02
1.968222459963072652e+03,1.007000000000000000e+03
1.968224166800575858e+03,1.002000000000000000e+03
1.968225841832048673e+03,9.940000000000000000e+02
1.968227485686842101e+03,1.007000000000000000e+03
1.968229098981863899e+03,1.005000000000000000e+03
1.968230682321821860e+03,9.300000000000000000e+02
1.968232236299466877e+03,1.019000000000000000e+03
1.968233761495828276e+03,8.970000000000000000e+02
1.968235258480445282e+03,9.920000000000000000e+02
1.968236727811593255e+03,9.680000000000000000e+02
1.968238170036507654e+03,9.530000000000000000e+02
1.968239585691600496e+03,1.021000000000000000e+03
1.968240975302675679e+03,9.950000000000000000e+02
1.968242339385137484e+03,9.270000000000000000e+02
1.968243678444196121e+03,9.230000000000000000e+02
1.968244992975070090e+03,9.520000000000000000e+02
1.968246283463181953e+03,9.700000000000000000e+02
1.968247550384352962e+03,9.350000000000000000e+02
1.968248794204992919e+03,8.970000000000000000e+02
1.968250015382285710e+03,9.990000000000000000e+02
1.968251214364371663e+03,9.490000000000000000e+02
1.968252391590525349e+03,8.800000000000000000e+02
1.968253547491332938e+03,8.640000000000000000e+02
1.968254682488862500e+03,9.160000000000000000e+02
1.968255796996832032e+03,9.150000000000000000e+02
1.968256891420775219e+03,8.860000000000000000e+02
