Bin_Center,Count
1.869515179324935161e+03,9.730000000000000000e+02
1.869517087047566747e+03,1.014000000000000000e+03
1.869518959001429266e+03,9.380000000000000000e+02
1.869520795893751711e+03,9.070000000000000000e+02
1.869522598417800054e+03,9.610000000000000000e+02
1.869524367253151468e+03,9.420000000000000000e+02
1.869526103065964435e+03,9.530000000000000000e+02
1.869527806509242509e+03,9.370000000000000000e+02
1.869529478223094202e+03,9.490000000000000000e+02
1.869531118834986046e+03,9.320000000000000000e+02
1.869532728959991573e+03,8.950000000000000000e+02
1.869534309201036649e+03,8.960000000000000000e+02
1.869535860149137079e+03,9.070000000000000000e+02
1.869537382383634849e+03,9.150000000000000000e+02
1.869538876472427546e+03,9.210000000000000000e+02
1.869540342972193912e+03,9.340000000000000000e+02
1.869541782428614397e+03,9.230000000000000000e+02
1.869543195376588756e+03,8.700000000000000000e+02
1.869544582340448869e+03,9.040000000000000000e+02
1.869545943834165428e+03,8.740000000000000000e+02
1.869547280361554840e+03,8.840000000000000000e+02
1.869548592416475913e+03,8.960000000000000000e+02
1.869549880483030165e+03,8.570000000000000000e+02
1.869551145035751233e+03,8.760000000000000000e+02
1.869552386539794952e+03,8.940000000000000000e+02
1.869553605451124213e+03,8.790000000000000000e+02
1.869554802216689950e+03,9.380000000000000000e+02
1.869555977274609631e+03,8.020000000000000000e+02
1.869557131054340061e+03,8.040000000000000000e+02
1.869558263976849958e+03,7.860000000000000000e+02
1.869559376454786388e+03,8.540000000000000000e+02
1.869560468892639619e+03,8.160000000000000000e+02
1.869561541686903865e+03,8.490000000000000000e+02
1.869562595226234407e+03,9.050000000000000000e+02
1.869563629891603341e+03,7.780000000000000000e+02
1.869564646056451238e+03,8.210000000000000000e+02
1.869565644086834254e+03,7.860000000000000000e+02
1.869566624341571924e+03,8.470000000000000000e+02
1.869567587172389267e+03,7.870000000000000000e+02
1.869568532924055944e+03,7.950000000000000000e+02
1.869569461934525407e+03,8.360000000000000000e+02
1.869570374535067231e+03,7.630000000000000000e+02
1.869571271050401265e+03,7.710000000000000000e+02
1.869572151798826098e+03,7.960000000000000000e+02
1.869573017092345253e+03,7.500000000000000000e+02
1.869573867236792466e+03,6.970000000000000000e+02
1.869574702531953335e+03,7.360000000000000000e+02
1.869575523271683778e+03,7.260000000000000000e+02
1.869576329744028726e+03,7.760000000000000000e+02
1.869577122231336034e+03,7.470000000000000000e+02
1.869577901010369260e+03,6.900000000000000000e+02
1.869578666352417713e+03,7.420000000000000000e+02
1.869579418523404911e+03,7.110000000000000000e+02
1.869580157783994309e+03,7.400000000000000000e+02
1.869580884389693892e+03,7.600000000000000000e+02
1.869581598590957128e+03,6.570000000000000000e+02
1.869582300633283012e+03,6.900000000000000000e+02
1.869582990757314519e+03,6.780000000000000000e+02
1.869583669198934558e+03,6.430000000000000000e+02
1.869584336189359419e+03,7.110000000000000000e+02
1.869584991955231999e+03,6.700000000000000000e+02
1.869585636718710475e+03,6.880000000000000000e+02
1.869586270697558575e+03,6.440000000000000000e+02
1.869586894105231750e+03,6.650000000000000000e+02
1.869587507150962892e+03,6.670000000000000000e+02
1.869588110039844651e+03,6.410000000000000000e+02
1.869588702972912870e+03,6.970000000000000000e+02
1.869589286147224584e+03,6.710000000000000000e+02
1.869589859755939415e+03,6.420000000000000000e+02
1.869590423988394150e+03,6.440000000000000000e+02
1.869590979030180051e+03,6.140000000000000000e+02
1.869591525063216068e+03,6.050000000000000000e+02
1.869592062265820914e+03,6.180000000000000000e+02
1.869592590812786511e+03,6.110000000000000000e+02
1.869593110875444381e+03,6.040000000000000000e+02
1.869593622621736813e+03,6.340000000000000000e+02
1.869594126216282348e+03,6.350000000000000000e+02
1.869594621820443081e+03,5.980000000000000000e+02
1.869595109592387189e+03,5.830000000000000000e+02
1.869595589687153051e+03,6.240000000000000000e+02
1.869596062256711093e+03,5.870000000000000000e+02
1.869596527450024496e+03,5.670000000000000000e+02
1.869596985413108541e+03,5.350000000000000000e+02
1.869597436289088819e+03,6.170000000000000000e+02
1.869597880218258524e+03,5.710000000000000000e+02
1.869598317338134848e+03,5.950000000000000000e+02
1.869598747783512863e+03,5.530000000000000000e+02
1.869599171686520322e+03,5.730000000000000000e+02
1.869599589176670179e+03,5.750000000000000000e+02
1.869600000380912434e+03,5.480000000000000000e+02
1.869600405423683924e+03,5.010000000000000000e+02
1.869600804426959257e+03,5.320000000000000000e+02
1.869601197510299016e+03,5.380000000000000000e+02
1.869601584790897050e+03,5.500000000000000000e+02
1.869601966383627769e+03,5.620000000000000000e+02
1.869602342401092756e+03,5.520000000000000000e+02
1.869602712953664195e+03,5.260000000000000000e+02
1.869603078149529892e+03,5.130000000000000000e+02
1.869603438094736703e+03,5.140000000000000000e+02
1.869603792893232139e+03,5.260000000000000000e+02
1.869604142646906439e+03,5.380000000000000000e+02
1.869604487455632807e+03,5.260000000000000000e+02
1.869604827417308115e+03,5.260000000000000000e+02
1.869605162627891559e+03,4.970000000000000000e+02
